"ModelType","Name","Type","Body","Head","Hands","Legs","Feet"
"1212","Gold Rush Minecart","Minion","","","","",""
"1213","Black Fat Cat","Minion","","","","",""
"1214","Senmurv","Unknown","","","","",""
"1215","The Pale Rider","Unknown","","","","",""
"1216","Gandarewa","Unknown","","","","",""
"1217","Bird of Paradise","Unknown","","","","",""
"1218","Leucrotta","Unknown","","","","",""
"1219","Mirka","Unknown","","","","",""
"1220","Pylraster","Unknown","","","","",""
"1221","Bune","Unknown","","","","",""
"1222","Agathos","Unknown","","","","",""
"1223","Campacti","Unknown","","","","",""
"1224","Stench Blossom","Unknown","","","","",""
"1225","Alteci","Unknown","","","","",""
"1226","Thextera","Unknown","","","","",""
"1227","The Scarecrow","Unknown","","","","",""
"1228","Tonberry Marauder","Unknown","","","","",""
"1229","Gobtank G-IV","Unknown","","","","",""
"1230","Magic Broom 2","Minion","","","","",""
"1231","Flying Shark","Unknown","","","","",""
"1232","Sword","Unknown","","","","",""
"1234","Cuchulainn","Unknown","","","","",""
"1235","Drum Bit A (Red)","Unknown","","","","",""
"1236","Bit E (Blue & Orange)","Unknown","","","","",""
"1237","Field Generator A (Allagan)","Unknown","","","","",""
"1238","Vedrfolnir","Unknown","","","","",""
"1239","Boomtype Magitek Gobwalker G-VII","Unknown","","","","",""
"1240","Sentient Inkhorn 2 (Flightless)","Unknown","","","","",""
"1241","King Thordan (b)","Unknown","","","","",""
"1242","Knight of the Round","Unknown","","","","",""
"1243","Knight of the Round (2)","Unknown","","","","",""
"1244","Orb (Spinning Discs?)","Unknown","","","","",""
"1245","Cone (Spinning Discs?)","Unknown","","","","",""
"1246","Orb (White / Five Heade Dragon?)","Unknown","","","","",""
"1249","Twintania (Mount)","Unknown","","","","",""
"1250","Knight of the Round (b)","Unknown","","","","",""
"1251","Wyvern","Unknown","","","","",""
"1252","Thunder Dragon (b)","Unknown","","","","",""
"1253","Moss Dragon (b)","Unknown","","","","",""
"1254","Ice Dragon (b)","Unknown","","","","",""
"1255","Fire Dragon (b)","Unknown","","","","",""
"1256","Zombie Dragon (b)","Unknown","","","","",""
"1257","Vidofnir (b)","Unknown","","","","",""
"1258","Flying Thunder Dragon (b)","Unknown","","","","",""
"1259","Flying Moss Dragon (b)","Unknown","","","","",""
"1260","Flying Ice Dragon (b)","Unknown","","","","",""
"1261","Flying Fire Dragon (b)","Unknown","","","","",""
"1262","Flying Zombie Dragon (Grounded)","Unknown","","","","",""
"1263","Ice Dragonet (b)","Unknown","","","","",""
"1264","Midgardsormr (Mount)","Unknown","","","","",""
"1265","Generic Person","Unknown","","","","",""
"1266","Fallen Debris (Dusk Vigil)","Unknown","","","","",""
"1267","Fallen Debris (Dusk Vigil)","Unknown","","","","",""
"1268","Fallen Debris (Dusk Vigil)","Unknown","","","","",""
"1269","Purple Wyrm with pink eyes","Unknown","","","","",""
"1270","Belladonna","Unknown","","","","",""
"1271","Hybodus","Unknown","","","","",""
"1272","Echidna","Unknown","","","","",""
"1273","Blackguard","Unknown","","","","",""
"1274","Queen Hawk","Unknown","","","","",""
"1275","Sawtooth","Unknown","","","","",""
"1276","Hellhound","Unknown","","","","",""
"1277","Darkscale","Unknown","","","","",""
"1278","Flying Graoully","Unknown","","","","",""
"1279","Manipulator (Four Short Legs)","Unknown","","","","",""
"1280","Shiva (Sword)","Unknown","","","","",""
"1281","Rose Garden","Unknown","","","","",""
"1283","Generic Person","Character","","","","",""
"1288","Holder with 3 banners in it","Unknown","","","","",""
"1289","Banner","Unknown","","","","",""
"1290","Glowing Purple Crystal","Unknown","","","","",""
"1291","Bird's Nest / Rosebear","Unknown","","","","",""
"1292","Brown drawer","Unknown","","","","",""
"1293","Living Rock","Unknown","","","","",""
"1294","Living Rock (II) (Copy)","Unknown","","","","",""
"1295","Poroggo C (Purple w/ Blue Hat)","Unknown","","","","",""
"1296","Vodoriga (II) (Slightly Lighter Copy)","Unknown","","","","",""
"1297","Grizzly Host","Unknown","","","","",""
"1298","Progenitrix","Unknown","","","","",""
"1299","Progenitor","Unknown","","","","",""
"1300","Water Tornado (Neverreap? Alexander?)","Unknown","","","","",""
"1301","Biloko","Unknown","","","","",""
"1302","Triceratops","Unknown","","","","",""
"1303","Brachiosaur","Unknown","","","","",""
"1304","Construct 8","Unknown","","","","",""
"1305","Ligeia","Unknown","","","","",""
"1306","Meracydian Falak","Unknown","","","","",""
"1307","Falak (II) (Copy)","Unknown","","","","",""
"1308","Grey Bomb","Unknown","","","","",""
"1309","Remedy Bomb","Unknown","","","","",""
"1310","Diplocaulus","Unknown","","","","",""
"1311","Foobar","Unknown","","","","",""
"1312","Dexter (Mob-Left Frill)","Unknown","","","","",""
"1313","Bismarck (Broken Chitin)","Unknown","","","","",""
"1314","Gana C (Purple/Yellow)","Unknown","","","","",""
"1315","Korpokkur","Unknown","","","","",""
"1316","FFXI Beetle","Unknown","","","","",""
"1317","Ghrah Lumiary (Sphere)","Unknown","","","","",""
"1318","Wind-Up Ifrit","Minion","","","","",""
"1319","Clockwork Twintania","Minion","","","","",""
"1320","Korpokkur Kid","Minion","","","","",""
"1321","Wind-Up Firion","Minion","","","","",""
"1322","Wind-Up Echidna","Minion","","","","",""
"1323","Barghest","Unknown","","","","",""
"1324","Plague Purge","Unknown","","","","",""
"1326","Witch's Broom (Mount)","Unknown","","","","",""
"1327","Ascian Prime (Not Glowing)","Unknown","","","","",""
"1328","Sinister (Mob-Right Frill)","Unknown","","","","",""
"1330","Wind up Garuda","Minion","","","","",""
"1331","Wind up Titan","Minion","","","","",""
"1332","Midgardsormr","Minion","","","","",""
"1333","Wind up Yshtola","Minion","","","","",""
"1334","Wind-Up Haurchefant","Minion","","","","",""
"1335","Wind-Up Nero","Minion","","","","",""
"1336","Wind-Up Krile","Minion","","","","",""
"1337","Little bird","Minion","","","","",""
"1338","Pteranodon","Unknown","","","","",""
"1339","Irminsul (Small)","Unknown","","","","",""
"1340","Irminsul (Large)","Unknown","","","","",""
"1341","Sawbones (Head Vine)","Unknown","","","","",""
"1342","Echidna (Lamia)","Unknown","","","","",""
"1343","Army hat bug","Minion","","","","",""
"1344","Boomtype Magitek Gobwalker G-VII (b)","Unknown","","","","",""
"1345","Sephirot","Unknown","","","","",""
"1346","Cetus","Unknown","","","","",""
"1347","Corruption (Sphere)","Unknown","","","","",""
"1348","Corruption (Doll)","Unknown","","","","",""
"1349","Corruption (Vulture)","Unknown","","","","",""
"1350","Corruption (Spider)","Unknown","","","","",""
"1351","Diabolos (b)","Unknown","","","","",""
"1352","Onslaughter (Alexander)","Unknown","","","","",""
"1353","Blaster (Alexander)","Unknown","","","","",""
"1354","Vortexer (Alexander)","Unknown","","","","",""
"1355","Swindler (Alexander)","Unknown","","","","",""
"1356","Brawler (Alexander)","Unknown","","","","",""
"1357","Brute Justice?","Unknown","","","","",""
"1358","Glowing Brute Justice?","Unknown","","","","",""
"1359","Void Ark Scrap","Unknown","","","","",""
"1360","The Pagan's Knot","Unknown","","","","",""
"1361","Pharos HM Generator","Unknown","","","","",""
"1362","Rose Hip","Unknown","","","","",""
"1363","Hunched Goblin","Unknown","","","","",""
"1364","Weird flying bug","Unknown","","","","",""
"1365","Scary Floating Demon","Unknown","","","","",""
"1366","Piloted Sky Armor","Unknown","","","","",""
"1367","Rose Bud","Unknown","","","","",""
"1368","Bomb Incubator (Blue)","Unknown","","","","",""
"1369","Ghrah Lumiary (Doll)","Unknown","","","","",""
"1371","Spider","Unknown","","","","",""
"1372","Orb (Red/Black)","Unknown","","","","",""
"1373","Orb (Gold)","Unknown","","","","",""
"1374","Gyretower","Unknown","","","","",""
"1375","Calcabrina","Unknown","","","","",""
"1376","Calca","Unknown","","","","",""
"1377","Brina","Unknown","","","","",""
"1378","Bloated Bulb","Unknown","","","","",""
"1379","Silver Manacutter (Mount)","Unknown","","","","",""
"1380","Black Manacutter (Mount)","Unknown","","","","",""
"1381","Knight Hawk","Unknown","","","","",""
"1382","Sephirot (different form)","Unknown","","","","",""
"1385","Tiny eye","Unknown","","","","",""
"1386","Little monkey","Minion","","","","",""
"1387","Dwarf rabbit","Minion","","","","",""
"1388","Giraffe","Minion","","","","",""
"1390","Jibanyan","Minion","","","","",""
"1391","Komasan","Minion","","","","",""
"1392","Whisper","Minion","","","","",""
"1393","Blizzaria","Minion","","","","",""
"1394","Kyuubi","Minion","","","","",""
"1395","Komajiro","Minion","","","","",""
"1396","Manjimutt","Minion","","","","",""
"1397","Noko","Minion","","","","",""
"1398","Venoct","Minion","","","","",""
"1399","Shogunyan","Minion","","","","",""
"1400","Hovernyan","Minion","","","","",""
"1401","Robonyan F-Type","Minion","","","","",""
"1402","USApyon","Minion","","","","",""
"1403","Valkyrie boss from Amdapor","Unknown","","","","",""
"1404","Magitek Hexadrone","Unknown","","","","",""
"1405","Flying bug from Amdapor","Unknown","","","","",""
"1406","Nidhogg (Both Eyes / No Scars)","Unknown","","","","",""
"1407","Elemental F (White)","Unknown","","","","",""
"1408","Animus Elemental","Unknown","","","","",""
"1409","Second boss from Amdapor Hard","Unknown","","","","",""
"1410","The Strongman (Heavensturn 2016)","Unknown","","","","",""
"1411","Kongamato (mount)","Unknown","","","","",""
"1412","Wyvern (Mount)","Unknown","","","","",""
"1413","Magitek Reaper (Glowing)","Unknown","","","","",""
"1414","Gobblydegroper (Alexander 8 Add)","Unknown","","","","",""
"1415","Ark Ked","Unknown","","","","",""
"1416","Soldier Hawk","Unknown","","","","",""
"1417","Incinerator (Alexander 11 Trash)","Unknown","","","","",""
"1418","Monk Chimera","Unknown","","","","",""
"1419","Spiked Monk Chimera","Unknown","","","","",""
"1420","Forgotten Wisent","Unknown","","","","",""
"1421","Charybterix","Unknown","","","","",""
"1422","Trained Sanuwa","Unknown","","","","",""
"1423","Wind-Up Zundu Warrior","Minion","","","","",""
"1424","Okeanis F (Purple)","Unknown","","","","",""
"1425","Spinnning Wheel with spikes in the middle","Unknown","","","","",""
"1426","Spriggan (w/ huge rock)","Unknown","","","","",""
"1427","Enraged Marid","Unknown","","","","",""
"1428","Groundskeeper C (Purple)","Unknown","","","","",""
"1429","Skatene B (White)","Unknown","","","","",""
"1430","Sephirot-Egi","Unknown","","","","",""
"1431","Mammet - PVP","Unknown","","","","",""
"1432","Wind Elemental","Unknown","","","","",""
"1433","Tornado with leaves","Unknown","","","","",""
"1434","Anima","Minion","","","","",""
"1435","Glowing Anima","Minion","","","","",""
"1436","Byakko (Beast Form)","Unknown","","","","",""
"1437","Byakko (Beast Form - Enraged)","Unknown","","","","",""
"1438","Sabertooth tiger","Unknown","","","","",""
"1439","Vanara","Unknown","","","","",""
"1443","Enormous Black Boulder/Ball","Unknown","","","","",""
"1444","Personal Airship pvp mount","Unknown","","","","",""
"1445","Zuro Roggo (Antitower Boss 1)","Unknown","","","","",""
"1446","Zu mount","Unknown","","","","",""
"1447","Red Zu mount","Unknown","","","","",""
"1448","Floating pink and red hearts","Unknown","","","","",""
"1449","Magic Pot from FFXI","Unknown","","","","",""
"1450","Weird floating meteorite","Unknown","","","","",""
"1451","Magic Doll from sky in FFXI","Unknown","","","","",""
"1452","Pink orb with floating pink diamonds","Unknown","","","","",""
"1453","Wind tornado","Unknown","","","","",""
"1454","Floating black void with purple glow","Unknown","","","","",""
"1455","Sasquatch (Hullbreaker Isle Boss 1)","Unknown","","","","",""
"1456","Tuco Tuco","Unknown","","","","",""
"1457","Zurvan Add","Unknown","","","","",""
"1458","Faust","Minion","","","","",""
"1459","Morpho","Minion","","","","",""
"1461","Calca","Minion","","","","",""
"1462","Brina","Minion","","","","",""
"1463","Dragonet","Minion","","","","",""
"1464","Lucky Bucket","Minion","","","","",""
"1465","Piggy","Minion","","","","",""
"1466","Poroggo","Minion","","","","",""
"1467","Fenrir","Minion","","","","",""
"1468","Cheerleader","Minion","","","","",""
"1469","Calamari","Minion","","","","",""
"1470","Brachiosaur","Minion","","","","",""
"1471","Blaster Clone (Alexander)","Unknown","","","","",""
"1472","Nightmare Pegasus Mount","Unknown","","","","",""
"1473","Minotaur","Unknown","","","","",""
"1474","Minotaur (Mottled - Red)","Unknown","","","","",""
"1475","Large Egg (White)","Unknown","","","","",""
"1476","2000 Mentor roulette Pegasus mount","Unknown","","","","",""
"1477","Sephirot (Pre-Fight Cutscene)","Unknown","","","","",""
"1478","Vanara of Biting Cold","Unknown","","","","",""
"1479","Vanara of Resonating Thunder","Unknown","","","","",""
"1480","Ozma Phase One","Unknown","","","","",""
"1481","Ozma Phase Two","Unknown","","","","",""
"1482","Crimson Morpho","Unknown","","","","",""
"1483","Moon Gana","Unknown","","","","",""
"1484","Edward FF4 Minion?","Unknown","","","","",""
"1486","Vath Warlord","Unknown","","","","",""
"1487","Raubahn Sword on the ground","Unknown","","","","",""
"1488","Calistoferi","Unknown","","","","",""
"1489","Green Caterpillar","Unknown","","","","",""
"1490","Hraesvelgr","Unknown","","","","",""
"1491","Arachne Eve","Unknown","","","","",""
"1492","Blaster (Alexander)","Unknown","","","","",""
"1493","Vortexer (Alexander)","Unknown","","","","",""
"1494","Swindler (Alexander)","Unknown","","","","",""
"1495","Brawler (Alexander)","Unknown","","","","",""
"1496","Siege Breaker (Doma Castle 1st Boss)","Unknown","","","","",""
"1498","Forgall","Unknown","","","","",""
"1499","Black Cat","Minion","","","","",""
"1501","Small Glowing Orb with Music Note in it","Unknown","","","","",""
"1502","Striking Dummy","Unknown","","","","",""
"1503","Edda","Unknown","","","","",""
"1504","Revenant (Grey)","Unknown","","","","",""
"1505","Nimbus Cloud (Mount)","Unknown","","","","",""
"1506","Glowing Orb","Unknown","","","","",""
"1507","Whelk from FF6 - Purple","Unknown","","","","",""
"1508","Whelk from FF6 - Grey","Unknown","","","","",""
"1509","Sarchosurcus","Unknown","","","","",""
"1510","Dragon (Zombie)","Unknown","","","","",""
"1511","Lanner (Bismarck)","Unknown","","","","",""
"1512","Lanner (Ravana)","Unknown","","","","",""
"1513","Lanner (Thordan)","Unknown","","","","",""
"1514","Lanner (Sephirot)","Unknown","","","","",""
"1515","Moogle Pom Fluff mount","Unknown","","","","",""
"1516","Brute Justice","Unknown","","","","",""
"1517","Creepy Black Mage","Unknown","","","","",""
"1518","Creepy White Mage","Unknown","","","","",""
"1519","Groundskeeper A","Unknown","","","","",""
"1520","Original Fat Chocobo (Mount)","Unknown","","","","",""
"1521","Ahriman (Purple)","Unknown","","","","",""
"1522","Sea Monk (Spiked - Blue)","Unknown","","","","",""
"1523","Striking Dummy (Special)","Unknown","","","","",""
"1524","Dragonet (Silver Blue - Dragoon Questline NPC)","Unknown","","","","",""
"1525","Gryphon (Irisdescent Blue-Green)","Unknown","","","","",""
"1526","Blue treasure chest","Unknown","","","","",""
"1527","Red treasure chest","Unknown","","","","",""
"1528","Fan Construct","Unknown","","","","",""
"1529","Atomos (Silver)","Unknown","","","","",""
"1530","Bird of Paradise (Rainbow)","Unknown","","","","",""
"1531","Estinien (Nidhogg Fusion)","Unknown","","","","",""
"1532","Flying moogle 2 seater mount","Unknown","","","","",""
"1533","Nidhogg Phase 3","Unknown","","","","",""
"1534","Whisper Mount","Unknown","","","","",""
"1535","The Epigraph (Weeping City Mid-Boss)","Unknown","","","","",""
"1536","Sophia","Unknown","","","","",""
"1537","Sophia's Head","Unknown","","","","",""
"1538","Sarcophagus of the Demon Queen: Scathach","Unknown","","","","",""
"1539","Zurvan","Unknown","","","","",""
"1541","Diremite (Green-Yellow)","Unknown","","","","",""
"1542","Spider Mite (Green-Yellow)","Unknown","","","","",""
"1543","Spider Mite (Yellow-Brown)","Unknown","","","","",""
"1544","Wind-Up Ramuh","Minion","","","","",""
"1545","Wind-Up Shiva","Minion","","","","",""
"1546","Callistoferi","Minion","","","","",""
"1547","Wind-Up Aymeric","Minion","","","","",""
"1548","Asian Moogle","Minion","","","","",""
"1549","Lamia-Dalvag-Parthenope","Unknown","","","","",""
"1550","Lamia-Dalvag-Parthenope","Unknown","","","","",""
"1551","Lamia-Dalvag-Parthenope","Unknown","","","","",""
"1552","Ancient Wyvern (Iridescent Blue)","Unknown","","","","",""
"1553","Dragon (Shadow)","Unknown","","","","",""
"1554","Ancient Wyvern (Deep White)","Unknown","","","","",""
"1555","Nidhogg","Unknown","","","","",""
"1556","Nidhogg Phase 2 or 3?","Unknown","","","","",""
"1557","Hraesvelgr again","Unknown","","","","",""
"1558","Another Hraesvelgr","Unknown","","","","",""
"1559","Hraesvelgr with eyes closed","Unknown","","","","",""
"1560","Hraesvelgr with one eye open","Unknown","","","","",""
"1561","Tiger (Spirit - Blue)","Unknown","","","","",""
"1562","Dangerous Boquet","Unknown","","","","",""
"1563","A barrel","Unknown","","","","",""
"1564","Calofisteri Spine [SKL]","Unknown","","","","",""
"1565","Calofisteri's Hair Attack","Unknown","","","","",""
"1566","Giant Neon Tentacle","Unknown","","","","",""
"1567","Giant Neon Tentacle - 2nd form","Unknown","","","","",""
"1568","Giant Neon vore plant","Unknown","","","","",""
"1569","Generic Person","Character","","","","",""
"1570","Generic Person","Character","","","","",""
"1571","Floating ball of ice","Unknown","","","","",""
"1572","Thundercloud","Unknown","","","","",""
"1573","Floating orb of ice","Unknown","","","","",""
"1574","Flame Sergeant Dalvag","Unknown","","","","",""
"1575","Flame Sergeant Dalvag lookalike without the glowing eyes","Unknown","","","","",""
"1577","Parthenope","Unknown","","","","",""
"1578","Bijou (Calofisteri Add)","Unknown","","","","",""
"1579","Wyvern (White) [Locked]","Unknown","","","","",""
"1580","Lanner (Nidhogg)","Unknown","","","","",""
"1581","Gaol (Ozma)","Unknown","","","","",""
"1582","Tozol Huatotl (Xelphatol Final Boss)","Unknown","","","","",""
"1583","Alexander Prime","Unknown","","","","",""
"1584","Diloc Ciluoc (Xelphatol 1st Boss)","Unknown","","","","",""
"1585","Garo Event Mount - Gold","Unknown","","","","",""
"1586","Garo Event Mount - Silver","Unknown","","","","",""
"1587","Garo Event Mount - Black","Unknown","","","","",""
"1588","Nidhogg (Spirit)","Unknown","","","","",""
"1589","Dragonet (Blue/White)","Unknown","","","","",""
"1590","Callistoferi again","Unknown","","","","",""
"1591","Callistoferi yet again","Unknown","","","","",""
"1592","Strix (Gubal HM Final Boss)","Unknown","","","","",""
"1593","Panda Mount","Unknown","","","","",""
"1599","Revenant (Red)","Unknown","","","","",""
"1600","Fancy glowing blue spear/pole","Unknown","","","","",""
"1601","Fancy giant red sword buried in the ground","Unknown","","","","",""
"1602","Dragon's Head (Shinryu Add)","Unknown","","","","",""
"1603","Demon Tome (Gubal 1st Boss)","Unknown","","","","",""
"1604","Zu Pullet (Mount)","Unknown","","","","",""
"1605","Cruise Chaser","Unknown","","","","",""
"1606","Cruise Chaser again","Unknown","","","","",""
"1607","A silhouette of Sophia","Unknown","","","","",""
"1608","Tsanahale (Green/Pink)","Unknown","","","","",""
"1609","Demon of the Tome (Unbound - Gubal HM 1st Boss)","Unknown","","","","",""
"1610","Eradicator (Alex 11 Trash)","Unknown","","","","",""
"1611","Wind-Up Yuna","Minion","","","","",""
"1612","Wind-Up Rikku","Minion","","","","",""
"1613","Wind-Up Lulu","Minion","","","","",""
"1614","Namingway","Minion","","","","",""
"1615","Shaggy Shoat","Minion","","","","",""
"1616","Wind-Up Thancred","Minion","","","","",""
"1617","Wind-Up Alisaie","Minion","","","","",""
"1618","Wind-Up Alexander","Minion","","","","",""
"1619","Kum Kum (Syrcus Tower Amon Adds)","Unknown","","","","",""
"1620","Pudding (Oil)","Unknown","","","","",""
"1621","Hraesvalgr (Spirit)","Unknown","","","","",""
"1622","Glowing Toxic Neon Green Orb","Unknown","","","","",""
"1623","Flaming Orb","Unknown","","","","",""
"1624","T-Pose Default Model","Unknown","","","","",""
"1626","Wind-Up Edda","Minion","","","","",""
"1627","3 Rocks","Unknown","","","","",""
"1628","Balloon Turret (Xelphatol Diloc Add)","Unknown","","","","",""
"1629","Managarm Mount","Unknown","","","","",""
"1630","Sahagin (EQ)","Unknown","","","","",""
"1631","Minotaur","Unknown","","","","",""
"1632","Naked Yumemi","Unknown","","","","",""
"1633","Cruise Seeker (Cruise Chaser Add)","Unknown","","","","",""
"1634","Skystone (Xelphatol Diloc Add)","Unknown","","","","",""
"1635","Palace of The Dead Mount","Unknown","","","","",""
"1636","Glowing sky blue Allagan orb","Unknown","","","","",""
"1637","Refurbisher (Alexander)","Unknown","","","","",""
"1638","Gobbie (EQ)","Unknown","","","","",""
"1639","Hecatoncheir (EQ)","Unknown","","","","",""
"1640","Hecatoncheir (EQ)","Unknown","","","","",""
"1641","Hecatoncheir (EQ)","Unknown","","","","",""
"1642","Sahagin (EQ)","Unknown","","","","",""
"1643","Ugly Red Demon","Unknown","","","","",""
"1644","Succubus (EQ)","Unknown","","","","",""
"1646","Glowing Whisper Mount","Unknown","","","","",""
"1647","Nidhogg (Fused with Estinien) 2","Unknown","","","","",""
"1648","Little Midgardsormr","Minion","","","","",""
"1649","Coincounter Primus (Aquapolis Final Boss)","Unknown","","","","",""
"1650","Unicolt","Minion","","","","",""
"1651","Wind-Up Moenbryda","Minion","","","","",""
"1652","T-pose Default Model","Unknown","","","","",""
"1653","T-Pose Default Model","Unknown","","","","",""
"1654","Magitek Killer Mantis","Unknown","","","","",""
"1656","Gobbie (EQ)","Unknown","","","","",""
"1657","Orange Kappa","Unknown","","","","",""
"1658","Christmas Bear mount","Unknown","","","","",""
"1659","Frog","Unknown","","","","",""
"1660","Green Kappa","Unknown","","","","",""
"1663","Ixal (EQ)","Unknown","","","","",""
"1664","Liquid Flame (Humanoid Form)","Unknown","","","","",""
"1665","Liquid Flame (Hand Form)","Unknown","","","","",""
"1666","Liquid Flame (PIllar Form)","Unknown","","","","",""
"1667","Allagan Drone (Ant)","Unknown","","","","",""
"1668","Nybeth Obdilord","Unknown","","","","",""
"1669","Magitek Predator (w/ Pilot)","Unknown","","","","",""
"1670","Gobroller Mk. VI (Alexander 7)","Unknown","","","","",""
"1671","A floating multicolored crystal","Unknown","","","","",""
"1672","Crystal-Powered Laser Cannon","Unknown","","","","",""
"1673","Exploding Fat Cannister (Alexander 11 Adds)","Unknown","","","","",""
"1674","Susanoo","Unknown","","","","",""
"1675","Lakshmi","Unknown","","","","",""
"1676","Syldra Mount from Stormblood Pre-order","Unknown","","","","",""
"1677","Palace of the Dead - Kuribu (Pomander of Resolution)","Unknown","","","","",""
"1678","Gaol (Obsidian)","Unknown","","","","",""
"1679","Armored Weapon (Magitek Laser Thing)","Unknown","","","","",""
"1680","Amikiri (Shisui of the Violet Tides 1st Boss)","Unknown","","","","",""
"1681","Gowrow (Sohm Al HM 2nd Boss)","Unknown","","","","",""
"1682","Tatsunoko (Blue/Purple)","Unknown","","","","",""
"1683","Bombfish","Unknown","","","","",""
"1684","Yak Ram Thing","Unknown","","","","",""
"1685","A giant tornado","Unknown","","","","",""
"1686","Ozma (Shade Form - Adds Sub-boss)","Unknown","","","","",""
"1687","Floating Glowing White Staff","Unknown","","","","",""
"1688","Christmas Paissa","Unknown","","","","",""
"1689","Scathach","Unknown","","","","",""
"1690","Bulldog Pup","Minion","","","","",""
"1691","Cupid (Minion) From valentines day event","Unknown","","","","",""
"1692","Wind-Up Bartz","Minion","","","","",""
"1693","Wind-Up Kain","Minion","","","","",""
"1694","Hraesvelgr artbook","Minion","","","","",""
"1695","Gigi","Minion","","","","",""
"1696","Castaway Chick","Minion","","","","",""
"1697","Anima","Minion","","","","",""
"1698","Wind-Up Red Mage","Minion","","","","",""
"1699","Blue Kojin (EQ - Headless)","Unknown","","","","",""
"1700","Sophia (without head)","Unknown","","","","",""
"1701","Sophia (second form)","Unknown","","","","",""
"1702","Sophia's glowing scales","Unknown","","","","",""
"1703","Arrhidaeus' Lanner (Alexander Prime Add)","Unknown","","","","",""
"1704","Arrhidaeus' Lanner (Winged - Alexander Prime Add)","Unknown","","","","",""
"1705","Arrhidaeus' Lanner (Clock - Alexander Prime Add)","Unknown","","","","",""
"1706","Arrhidaeus' Lanner (Guns - Alexander Prime Add)","Unknown","","","","",""
"1708","Shinryu EX?","Unknown","","","","",""
"1709","Ugly Blue Scorpion Bug","Unknown","","","","",""
"1710","Purple Gryphon","Unknown","","","","",""
"1711","Governor (Sirensong Sea 1st Boss)","Unknown","","","","",""
"1712","Magna Roader (Purple)","Unknown","","","","",""
"1713","Alte Roite (Omega 1) [Frozen]","Unknown","","","","",""
"1714","Ghost Aurelia (Sirensong Sea)","Unknown","","","","",""
"1716","Lorelei (Sirensong Sea Final Boss)","Unknown","","","","",""
"1717","Antlion","Unknown","","","","",""
"1718","Matamata","Unknown","","","","",""
"1719","Unkiu","Unknown","","","","",""
"1720","Simurgh from FFXI / Phorusrhacos","Unknown","","","","",""
"1721","Gyuk","Unknown","","","","",""
"1722","Refurbisher (Alexander)","Unknown","","","","",""
"1723","Refurbisher (Alexander)","Unknown","","","","",""
"1724","Alexander Prime (Alexander)","Unknown","","","","",""
"1725","Paladin Achievement Mount","Unknown","","","","",""
"1726","Qiqirn (EQ)","Unknown","","","","",""
"1727","T-Pose Default Model","Unknown","","","","",""
"1728","T-Pose Default Model","Unknown","","","","",""
"1729","T-Pose Default Model","Unknown","","","","",""
"1730","Stone Gaol (Titan)","Unknown","","","","",""
"1731","Ferdiad Hollow","Unknown","","","","",""
"1732","Canis Pugnax","Unknown","","","","",""
"1733","Magma Snipper","Unknown","","","","",""
"1734","Cait Sith","Unknown","","","","",""
"1735","Cait Sith (Clean - Redbill Scarf)","Unknown","","","","",""
"1736","Magitek Driller","Unknown","","","","",""
"1737","Anala (Magma)","Unknown","","","","",""
"1738","Garula (Bardam's Mettle 1st Boss)","Unknown","","","","",""
"1739","Ying-Yang","Unknown","","","","",""
"1740","Ananta (EQ)","Unknown","","","","",""
"1741","Magitek Gobwalker Mk. IX","Unknown","","","","",""
"1742","Gobbie (EQ)","Unknown","","","","",""
"1743","Suzaku","Unknown","","","","",""
"1744","Voidsent Wyvern (Boss?)","Unknown","","","","",""
"1745","Revenant (Purple)","Unknown","","","","",""
"1746","Rock Rhino (Mossy)","Unknown","","","","",""
"1747","Goobbue (Frozen)","Unknown","","","","",""
"1748","Shadow Dragon (Purple/Green)","Unknown","","","","",""
"1749","Generic Blue Demon thing","Unknown","","","","",""
"1750","Sea Monk (Psychadelic)","Unknown","","","","",""
"1751","Doom Knight","Unknown","","","","",""
"1752","Behemoth","Unknown","","","","",""
"1753","Arbuda (Temple of the Fist 2nd Boss)","Unknown","","","","",""
"1754","Inferno (Castrum Abania Final Boss)","Unknown","","","","",""
"1755","Catastrophe","Unknown","","","","",""
"1756","Execrated Will(EQ - Zurvan Adds)","Unknown","","","","",""
"1757","Ivan Coeurlfist","Unknown","","","","",""
"1758","Ozma","Unknown","","","","",""
"1759","Tenaga (Yanxian Dryad)","Unknown","","","","",""
"1760","Sad Pumpkin","Unknown","","","","",""
"1761","Lugat (Sirensong Sea 1st Boss)","Unknown","","","","",""
"1762","Sophia without head (gold)","Unknown","","","","",""
"1763","Cruise Chaser","Unknown","","","","",""
"1764","Numbers (Eureka NM)","Unknown","","","","",""
"1765","Firebird (Mount - Lanner Collection Achievement)","Unknown","","","","",""
"1766","Yojimbo","Unknown","","","","",""
"1767","Muud Suud","Unknown","","","","",""
"1768","Lanner (Sophia)","Unknown","","","","",""
"1769","Halloween Ahriman","Minion","","","","",""
"1770","Weirdly colored lion","Unknown","","","","",""
"1771","Rock monster with two hands","Unknown","","","","",""
"1772","Rock Plant Fish Mouth???","Unknown","","","","",""
"1773","Falcon (Mount)","Unknown","","","","",""
"1774","Power Core (Deconstructor Add)","Unknown","","","","",""
"1775","Garo Mount (Rival Wings)","Unknown","","","","",""
"1776","Archon Throne Mount","Unknown","","","","",""
"1777","Golden Egg","Unknown","","","","",""
